148.163.1.5 - - [17/Sep/2017:00:00:00 +0200] "GET /products/view/abc HTTP/1.1" 500 8922 "https://myweb.com/products/view/abc" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
26.75.220.185 - - [17/Sep/2017:02:06:06 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products/view/123" "Safari/12603.3.8 CFNetwork/811.5.4 Darwin/16.7.0 (x86_64)"
26.75.220.185 - - [17/Sep/2017:02:06:06 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products/view/123" "Safari/12603.3.8 CFNetwork/811.5.4 Darwin/16.7.0 (x86_64)"
242.5.218.52 - - [17/Sep/2017:02:10:57 +0200] "GET /products/view/124 HTTP/1.1" 404 5618 "https://us.search.yahoo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
82.29.120.140 - - [17/Sep/2017:02:15:48 +0200] "GET /products?sort=price&direction=asc HTTP/1.1" 200 6835 "https://myweb.com/products" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
82.29.120.140 - - [17/Sep/2017:02:15:48 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
82.29.120.140 - - [17/Sep/2017:02:15:48 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
82.29.120.140 - - [17/Sep/2017:02:15:48 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
82.29.120.140 - - [17/Sep/2017:02:15:48 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
82.29.120.140 - - [17/Sep/2017:02:15:48 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
161.177.219.173 - - [17/Sep/2017:02:20:39 +0200] "GET /products/view/124 HTTP/1.1" 404 5618 "https://myweb.com/products/view/123" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
202.139.166.172 - - [17/Sep/2017:02:25:30 +0200] "GET /products?sort=price&direction=asc HTTP/1.1" 200 6835 "https://myweb.com/products" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
202.139.166.172 - - [17/Sep/2017:02:25:30 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
202.139.166.172 - - [17/Sep/2017:02:25:30 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
202.139.166.172 - - [17/Sep/2017:02:25:30 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
202.139.166.172 - - [17/Sep/2017:02:25:30 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
202.139.166.172 - - [17/Sep/2017:02:25:30 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1"
2.254.62.145 - - [17/Sep/2017:02:30:21 +0200] "GET /products?sort=date&direction=desc HTTP/1.1" 200 8543 "https://www.vasquez.info/category/wp-content/main.jsp" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
2.254.62.145 - - [17/Sep/2017:02:30:21 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
2.254.62.145 - - [17/Sep/2017:02:30:21 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
2.254.62.145 - - [17/Sep/2017:02:30:21 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
2.254.62.145 - - [17/Sep/2017:02:30:21 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
2.254.62.145 - - [17/Sep/2017:02:30:21 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
113.93.205.232 - - [17/Sep/2017:02:35:12 +0200] "GET /products?sort=date&direction=desc HTTP/1.1" 200 8543 "http://www.anderson.com/tags/tag/terms.htm" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
113.93.205.232 - - [17/Sep/2017:02:35:12 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
113.93.205.232 - - [17/Sep/2017:02:35:12 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
113.93.205.232 - - [17/Sep/2017:02:35:12 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
113.93.205.232 - - [17/Sep/2017:02:35:12 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
113.93.205.232 - - [17/Sep/2017:02:35:12 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
439d:a787:2069:b1ee:b240:f639:895:841a - - [17/Sep/2017:02:40:03 +0200] "GET /products/view/123 HTTP/1.1" 200 8206 "https://myweb.com/products/view/124" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
439d:a787:2069:b1ee:b240:f639:895:841a - - [17/Sep/2017:02:40:03 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products/view/123" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
439d:a787:2069:b1ee:b240:f639:895:841a - - [17/Sep/2017:02:40:03 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products/view/123" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
439d:a787:2069:b1ee:b240:f639:895:841a - - [17/Sep/2017:02:40:03 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products/view/123" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
439d:a787:2069:b1ee:b240:f639:895:841a - - [17/Sep/2017:02:40:03 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products/view/123" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
439d:a787:2069:b1ee:b240:f639:895:841a - - [17/Sep/2017:02:40:03 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products/view/123" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
154.106.50.228 - - [17/Sep/2017:02:44:54 +0200] "GET /products/view/124 HTTP/1.1" 404 5618 "https://www.vasquez.info/category/wp-content/main.jsp" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
187.71.73.72 - - [17/Sep/2017:02:49:45 +0200] "GET /products HTTP/1.1" 200 9229 "https://www.garcia-sullivan.org/privacy/" "Safari/12603.3.8 CFNetwork/811.5.4 Darwin/16.7.0 (x86_64)"
187.71.73.72 - - [17/Sep/2017:02:49:45 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products" "Safari/12603.3.8 CFNetwork/811.5.4 Darwin/16.7.0 (x86_64)"
187.71.73.72 - - [17/Sep/2017:02:49:45 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products" "Safari/12603.3.8 CFNetwork/811.5.4 Darwin/16.7.0 (x86_64)"
187.71.73.72 - - [17/Sep/2017:02:49:45 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products" "Safari/12603.3.8 CFNetwork/811.5.4 Darwin/16.7.0 (x86_64)"
187.71.73.72 - - [17/Sep/2017:02:49:45 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products" "Safari/12603.3.8 CFNetwork/811.5.4 Darwin/16.7.0 (x86_64)"
187.71.73.72 - - [17/Sep/2017:02:49:45 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products" "Safari/12603.3.8 CFNetwork/811.5.4 Darwin/16.7.0 (x86_64)"
12.83.107.240 - - [17/Sep/2017:02:54:36 +0200] "GET /products/view/124 HTTP/1.1" 404 5618 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
33.53.3.16 - - [17/Sep/2017:02:59:27 +0200] "GET /products?sort=date&direction=desc HTTP/1.1" 200 8543 "https://www.google.com" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
33.53.3.16 - - [17/Sep/2017:02:59:27 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
33.53.3.16 - - [17/Sep/2017:02:59:27 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
33.53.3.16 - - [17/Sep/2017:02:59:27 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
33.53.3.16 - - [17/Sep/2017:02:59:27 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
33.53.3.16 - - [17/Sep/2017:02:59:27 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
62b8:e2ae:430c:1d00:66de:fd95:241b:1952 - - [17/Sep/2017:03:04:18 +0200] "GET /products?sort=date&direction=desc HTTP/1.1" 200 8543 "http://www.anderson.com/tags/tag/terms.htm" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
62b8:e2ae:430c:1d00:66de:fd95:241b:1952 - - [17/Sep/2017:03:04:18 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
62b8:e2ae:430c:1d00:66de:fd95:241b:1952 - - [17/Sep/2017:03:04:18 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
62b8:e2ae:430c:1d00:66de:fd95:241b:1952 - - [17/Sep/2017:03:04:18 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
62b8:e2ae:430c:1d00:66de:fd95:241b:1952 - - [17/Sep/2017:03:04:18 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
62b8:e2ae:430c:1d00:66de:fd95:241b:1952 - - [17/Sep/2017:03:04:18 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
75.143.194.150 - - [17/Sep/2017:03:09:09 +0200] "GET / HTTP/1.1" 200 6555 "https://www.garcia-sullivan.org/privacy/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
75.143.194.150 - - [17/Sep/2017:03:09:09 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
75.143.194.150 - - [17/Sep/2017:03:09:09 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
75.143.194.150 - - [17/Sep/2017:03:09:09 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
75.143.194.150 - - [17/Sep/2017:03:09:09 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
75.143.194.150 - - [17/Sep/2017:03:09:09 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
134.188.245.210 - - [17/Sep/2017:03:14:00 +0200] "GET /products/view/124 HTTP/1.1" 404 5618 "https://us.search.yahoo.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
36.217.12.254 - - [17/Sep/2017:03:18:51 +0200] "GET /products?sort=price&direction=asc HTTP/1.1" 200 6835 "https://myweb.com/products/view/abc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
36.217.12.254 - - [17/Sep/2017:03:18:51 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
36.217.12.254 - - [17/Sep/2017:03:18:51 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
36.217.12.254 - - [17/Sep/2017:03:18:51 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
36.217.12.254 - - [17/Sep/2017:03:18:51 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
36.217.12.254 - - [17/Sep/2017:03:18:51 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
180.161.68.216 - - [17/Sep/2017:03:23:42 +0200] "GET /products/view/124 HTTP/1.1" 404 5618 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
142.229.219.172 - - [17/Sep/2017:03:28:33 +0200] "GET /products/view/abc HTTP/1.1" 500 8922 "https://us.search.yahoo.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0"
152.62.117.159 - - [17/Sep/2017:03:33:24 +0200] "GET / HTTP/1.1" 200 6555 "https://myweb.com/products/view/124" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
152.62.117.159 - - [17/Sep/2017:03:33:24 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
152.62.117.159 - - [17/Sep/2017:03:33:24 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
152.62.117.159 - - [17/Sep/2017:03:33:24 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
152.62.117.159 - - [17/Sep/2017:03:33:24 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
152.62.117.159 - - [17/Sep/2017:03:33:24 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) Version/11.0 Mobile/15A5341f Safari/604.1"
6ec2:e4ed:c554:2a21:a252:5471:60d3:8a80 - - [17/Sep/2017:03:38:15 +0200] "GET / HTTP/1.1" 200 6555 "https://www.google.com" "Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"
6ec2:e4ed:c554:2a21:a252:5471:60d3:8a80 - - [17/Sep/2017:03:38:15 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/" "Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"
6ec2:e4ed:c554:2a21:a252:5471:60d3:8a80 - - [17/Sep/2017:03:38:15 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/" "Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"
6ec2:e4ed:c554:2a21:a252:5471:60d3:8a80 - - [17/Sep/2017:03:38:15 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/" "Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"
6ec2:e4ed:c554:2a21:a252:5471:60d3:8a80 - - [17/Sep/2017:03:38:15 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/" "Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"
6ec2:e4ed:c554:2a21:a252:5471:60d3:8a80 - - [17/Sep/2017:03:38:15 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/" "Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"
113.195.43.219 - - [17/Sep/2017:03:43:06 +0200] "GET /products?sort=date&direction=desc HTTP/1.1" 200 8543 "https://us.search.yahoo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
113.195.43.219 - - [17/Sep/2017:03:43:06 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
113.195.43.219 - - [17/Sep/2017:03:43:06 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
113.195.43.219 - - [17/Sep/2017:03:43:06 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
113.195.43.219 - - [17/Sep/2017:03:43:06 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
113.195.43.219 - - [17/Sep/2017:03:43:06 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
1.10.84.1 - - [17/Sep/2017:03:47:57 +0200] "GET /products/view/124 HTTP/1.1" 404 5618 "https://www.google.com" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0"
72.197.141.250 - - [17/Sep/2017:03:52:48 +0200] "GET /products/view/abc HTTP/1.1" 500 8922 "https://myweb.com/products?sort=price&direction=asc" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
76.144.242.135 - - [17/Sep/2017:03:57:39 +0200] "GET /products?sort=date&direction=desc HTTP/1.1" 200 8543 "https://myweb.com/products/view/123" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
76.144.242.135 - - [17/Sep/2017:03:57:39 +0200] "GET /favicon.ico HTTP/1.1" 404 5787 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
76.144.242.135 - - [17/Sep/2017:03:57:39 +0200] "GET /css/boostrap.min.css HTTP/1.1" 200 6803 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
76.144.242.135 - - [17/Sep/2017:03:57:39 +0200] "GET /css/style.css HTTP/1.1" 200 7797 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
76.144.242.135 - - [17/Sep/2017:03:57:39 +0200] "GET /js/bootstrap.min.js HTTP/1.1" 200 5313 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
76.144.242.135 - - [17/Sep/2017:03:57:39 +0200] "GET /js/app.js HTTP/1.1" 200 5895 "https://myweb.com/products?sort=date&direction=desc" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36"
